               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  11,            0.091888,             0.04215,             0.01364,             0.38836,             0.18409,             0.13492,            0.039347,            0.087044,            0.027176,            0.011298,             0.00901,             0.00901,             0.00901
                  12,            0.086565,              0.0431,            0.014248,             0.45205,             0.17689,             0.15969,            0.050528,            0.079481,            0.028664,            0.011316,            0.008911,            0.008911,            0.008911
                  13,            0.075398,            0.046459,            0.011886,             0.45525,             0.21265,             0.19801,            0.063476,             0.07294,            0.029293,            0.011043,            0.008812,            0.008812,            0.008812
                  14,            0.077039,            0.042459,            0.012448,             0.57692,             0.21054,              0.1978,            0.078321,            0.080235,            0.026464,            0.010341,            0.008713,            0.008713,            0.008713
                  15,             0.07596,            0.047639,            0.015905,             0.69544,             0.23218,             0.22114,            0.082887,            0.067632,            0.027986,            0.010079,            0.008614,            0.008614,            0.008614
                  16,            0.069983,            0.046406,            0.014629,             0.70212,             0.29868,             0.26849,             0.12303,            0.068506,            0.026388,           0.0095742,            0.008515,            0.008515,            0.008515
                  17,             0.06538,            0.049785,            0.013079,             0.74511,             0.31655,             0.34179,             0.15511,            0.060262,             0.02683,           0.0093426,            0.008416,            0.008416,            0.008416
                  18,            0.061468,            0.048404,            0.012366,              0.7087,             0.34472,             0.37705,              0.1828,            0.073052,            0.024913,           0.0085892,            0.008317,            0.008317,            0.008317
                  19,            0.073838,            0.042091,            0.010859,             0.68528,             0.37728,              0.3524,             0.17602,            0.072411,            0.024633,            0.008386,            0.008218,            0.008218,            0.008218
                  20,            0.069334,            0.036602,            0.010591,             0.57036,             0.40953,             0.44269,             0.22998,             0.06004,            0.024262,           0.0083203,            0.008119,            0.008119,            0.008119
                  21,            0.066061,            0.036556,            0.013193,             0.52347,             0.41727,             0.35342,             0.13273,            0.074142,            0.023505,           0.0081521,             0.00802,             0.00802,             0.00802
                  22,            0.069151,            0.043118,            0.012273,              0.5976,             0.42828,             0.43632,             0.20455,            0.058782,            0.024159,           0.0081858,            0.007921,            0.007921,            0.007921
                  23,            0.064189,            0.043391,            0.012753,             0.61767,             0.47523,             0.46873,             0.22163,            0.062547,            0.023414,           0.0080922,            0.007822,            0.007822,            0.007822
                  24,            0.062319,            0.038916,            0.010088,             0.57446,              0.5185,             0.48139,             0.25523,            0.056286,            0.023372,           0.0079412,            0.007723,            0.007723,            0.007723
                  25,            0.060557,             0.03504,            0.010516,              0.5547,             0.53153,             0.47943,             0.25098,            0.055881,            0.023311,           0.0077964,            0.007624,            0.007624,            0.007624
                  26,            0.059458,            0.039444,            0.011968,             0.51883,             0.53828,             0.45341,             0.22517,            0.067382,            0.023043,           0.0073299,            0.007525,            0.007525,            0.007525
                  27,            0.067893,            0.037305,           0.0096386,             0.47944,              0.5477,             0.39923,             0.21171,            0.063509,            0.022962,           0.0072086,            0.007426,            0.007426,            0.007426
                  28,            0.062662,            0.037907,            0.010989,             0.49306,             0.50495,             0.45903,             0.25672,            0.052643,            0.022743,           0.0072187,            0.007327,            0.007327,            0.007327
                  29,            0.059567,            0.038896,            0.012766,             0.50099,             0.53583,             0.43167,             0.21061,            0.060057,            0.022396,           0.0071463,            0.007228,            0.007228,            0.007228
                  30,            0.061123,            0.039108,            0.010036,             0.52982,             0.51512,             0.46667,             0.24578,            0.051694,            0.022476,           0.0071621,            0.007129,            0.007129,            0.007129
                  31,            0.055933,            0.038295,           0.0089636,             0.53106,             0.53035,             0.48848,             0.24029,            0.050465,            0.022344,           0.0069925,             0.00703,             0.00703,             0.00703
                  32,            0.051793,            0.034777,           0.0079279,             0.53456,             0.51675,             0.46957,             0.26124,            0.045734,            0.022435,           0.0068354,            0.006931,            0.006931,            0.006931
                  33,            0.051655,            0.038579,            0.010268,             0.53506,             0.50783,             0.47032,             0.25623,            0.044521,            0.022277,            0.006721,            0.006832,            0.006832,            0.006832
                  34,            0.051886,            0.039807,            0.010527,             0.49132,             0.52148,              0.4462,             0.24499,            0.058765,            0.021749,           0.0066879,            0.006733,            0.006733,            0.006733
                  35,            0.061524,            0.036008,           0.0090608,             0.56049,             0.53606,             0.46459,             0.28239,             0.04981,            0.021313,           0.0067341,            0.006634,            0.006634,            0.006634
                  36,            0.055604,            0.040352,           0.0091772,             0.56659,             0.54527,             0.46609,             0.26168,            0.051799,            0.021293,           0.0067796,            0.006535,            0.006535,            0.006535
                  37,            0.055164,            0.037484,             0.01027,             0.59402,              0.5391,             0.49804,             0.28764,            0.048981,            0.021373,           0.0068013,            0.006436,            0.006436,            0.006436
                  38,            0.053078,            0.031804,           0.0096251,             0.64799,             0.54229,             0.54316,              0.3118,            0.046335,            0.021481,           0.0067583,            0.006337,            0.006337,            0.006337
                  39,             0.05171,            0.033348,            0.010167,             0.65978,             0.53331,             0.53099,             0.24627,            0.045545,            0.021466,           0.0066717,            0.006238,            0.006238,            0.006238
                  40,            0.050242,            0.033799,             0.01123,             0.69656,              0.5696,             0.55076,             0.30951,            0.041979,            0.021386,           0.0066796,            0.006139,            0.006139,            0.006139
                  41,            0.048861,            0.036247,           0.0097992,             0.66578,             0.56445,             0.55448,             0.30142,            0.040842,            0.021294,            0.006632,             0.00604,             0.00604,             0.00604
                  42,            0.045409,            0.038496,           0.0089039,             0.70605,             0.58469,             0.53425,             0.31066,            0.046034,            0.021272,           0.0064108,            0.005941,            0.005941,            0.005941
                  43,            0.051473,            0.033474,            0.010304,             0.71939,              0.5967,              0.5363,             0.33627,            0.047037,            0.020882,           0.0063743,            0.005842,            0.005842,            0.005842
                  44,            0.050184,            0.032244,           0.0079705,             0.75094,             0.58964,             0.55845,             0.34092,            0.044752,            0.020479,           0.0063795,            0.005743,            0.005743,            0.005743
                  45,            0.050365,            0.033626,           0.0079278,             0.75293,              0.5844,             0.55801,             0.34601,            0.045485,            0.020226,           0.0064003,            0.005644,            0.005644,            0.005644
                  46,            0.051538,            0.033184,            0.007828,             0.77609,             0.57708,             0.56794,             0.30692,            0.042428,            0.020099,           0.0063254,            0.005545,            0.005545,            0.005545
                  47,            0.050036,            0.035119,           0.0096391,             0.79603,              0.5684,             0.57792,             0.31839,            0.040934,            0.019994,           0.0063267,            0.005446,            0.005446,            0.005446
                  48,            0.048364,            0.039553,           0.0084194,             0.80593,             0.57275,             0.58667,             0.33186,            0.038219,            0.019836,           0.0062099,            0.005347,            0.005347,            0.005347
                  49,            0.044071,             0.03446,           0.0088053,             0.79544,             0.58305,             0.58658,             0.31409,            0.037675,            0.019676,            0.006097,            0.005248,            0.005248,            0.005248
                  50,            0.043594,            0.032891,           0.0082359,             0.75328,             0.58096,             0.57262,             0.30212,            0.046317,            0.020029,           0.0059615,            0.005149,            0.005149,            0.005149
                  51,            0.052565,             0.03264,           0.0074711,             0.75471,             0.58272,             0.58802,             0.35834,            0.041285,            0.019647,           0.0059975,             0.00505,             0.00505,             0.00505
                  52,            0.048084,            0.035079,           0.0079372,             0.77997,             0.58006,             0.57873,             0.34472,            0.042953,            0.019612,           0.0059681,            0.004951,            0.004951,            0.004951
                  53,            0.049024,            0.035095,           0.0076193,             0.80143,             0.58634,             0.60087,              0.3826,            0.040966,            0.019478,           0.0060145,            0.004852,            0.004852,            0.004852
                  54,            0.048194,             0.03289,           0.0085229,             0.78897,             0.58724,             0.60341,             0.28574,            0.041043,            0.019546,           0.0059498,            0.004753,            0.004753,            0.004753
                  55,            0.048466,            0.034631,           0.0075397,             0.77682,             0.58597,             0.58288,             0.34418,            0.040505,            0.019376,           0.0059214,            0.004654,            0.004654,            0.004654
                  56,            0.044547,            0.032001,           0.0080009,             0.82741,             0.58816,             0.61055,             0.39003,            0.036351,            0.019271,           0.0058965,            0.004555,            0.004555,            0.004555
                  57,            0.042997,            0.030412,           0.0079826,             0.83274,             0.58557,             0.61079,             0.40193,            0.036788,            0.019432,           0.0058811,            0.004456,            0.004456,            0.004456
                  58,            0.042175,            0.030723,           0.0089954,             0.80284,              0.5728,             0.59478,             0.35314,            0.044771,            0.019844,           0.0057809,            0.004357,            0.004357,            0.004357
                  59,            0.053394,            0.028686,           0.0072894,             0.87368,             0.56582,             0.61122,             0.36906,            0.039784,            0.019546,           0.0058491,            0.004258,            0.004258,            0.004258
                  60,            0.045938,            0.033092,           0.0071736,             0.82957,             0.56932,             0.59592,             0.35568,            0.038863,            0.019382,           0.0057864,            0.004159,            0.004159,            0.004159
                  61,            0.044127,            0.030924,           0.0061957,             0.84581,             0.56534,              0.6029,             0.36487,            0.040665,             0.01937,           0.0057881,             0.00406,             0.00406,             0.00406
                  62,            0.046047,            0.030746,           0.0084892,             0.86846,             0.54593,             0.61114,             0.37807,            0.036353,            0.019133,            0.005728,            0.003961,            0.003961,            0.003961
                  63,             0.04581,            0.034809,             0.01103,             0.81169,             0.55875,             0.59293,             0.36827,            0.035504,            0.019043,           0.0056835,            0.003862,            0.003862,            0.003862
                  64,            0.042357,             0.03345,           0.0068356,             0.80432,             0.56308,             0.58277,             0.37784,            0.034421,            0.018922,           0.0056244,            0.003763,            0.003763,            0.003763
                  65,            0.044038,            0.034738,           0.0061632,              0.8201,             0.56797,             0.58592,             0.38726,            0.034414,            0.018888,           0.0055834,            0.003664,            0.003664,            0.003664
                  66,            0.041232,            0.031801,            0.007853,             0.85375,             0.56107,              0.6165,             0.38675,            0.036416,             0.01892,           0.0055475,            0.003565,            0.003565,            0.003565
                  67,            0.044021,            0.029707,           0.0074565,              0.8517,             0.56336,             0.60725,             0.37361,            0.038335,             0.01888,           0.0055237,            0.003466,            0.003466,            0.003466
                  68,            0.044551,            0.031929,           0.0093346,             0.86133,              0.5642,             0.62168,             0.38473,             0.03683,            0.018812,           0.0055349,            0.003367,            0.003367,            0.003367
                  69,            0.044649,            0.032523,           0.0088586,              0.8898,             0.57318,             0.62757,              0.3985,            0.036046,            0.018698,           0.0054993,            0.003268,            0.003268,            0.003268
                  70,            0.045204,            0.032071,            0.010437,             0.88858,             0.57915,             0.63736,             0.40121,            0.035477,            0.018562,           0.0054842,            0.003169,            0.003169,            0.003169
                  71,            0.040503,            0.032766,           0.0070096,             0.88828,             0.58089,              0.6446,             0.40908,            0.033467,              0.0184,           0.0054624,             0.00307,             0.00307,             0.00307
                  72,            0.041122,            0.034641,           0.0076875,             0.86987,             0.58756,             0.65407,             0.43009,            0.033552,            0.018404,           0.0054283,            0.002971,            0.002971,            0.002971
                  73,            0.039287,            0.030438,           0.0064379,             0.86124,             0.59634,             0.64927,             0.42397,            0.033749,            0.018434,           0.0054037,            0.002872,            0.002872,            0.002872
                  74,            0.039938,            0.034084,           0.0069264,             0.85878,             0.59552,             0.66917,             0.44372,            0.035051,            0.018451,           0.0053273,            0.002773,            0.002773,            0.002773
                  75,            0.040232,            0.029073,           0.0081314,             0.87083,              0.5829,             0.67077,             0.44702,            0.035731,            0.018449,           0.0052927,            0.002674,            0.002674,            0.002674
                  76,            0.045402,             0.03371,           0.0083738,             0.85297,             0.59263,              0.6637,             0.44376,            0.034135,              0.0183,           0.0052866,            0.002575,            0.002575,            0.002575
                  77,            0.039519,            0.026864,           0.0081159,             0.84385,             0.59046,             0.66091,              0.4371,            0.034587,            0.018288,            0.005294,            0.002476,            0.002476,            0.002476
                  78,            0.040152,            0.026573,           0.0090358,             0.85321,             0.58427,             0.66552,             0.44423,            0.033489,            0.018188,           0.0052641,            0.002377,            0.002377,            0.002377
                  79,            0.042742,            0.034252,           0.0066175,             0.85304,             0.57687,             0.66635,             0.44412,            0.032909,            0.018077,           0.0052309,            0.002278,            0.002278,            0.002278
                  80,            0.040369,            0.030689,           0.0075865,              0.8669,             0.57753,              0.6679,             0.44678,            0.032912,            0.018055,           0.0052126,            0.002179,            0.002179,            0.002179
                  81,            0.039757,            0.034329,           0.0065856,             0.87054,             0.57306,             0.65222,             0.43514,            0.032672,            0.018023,           0.0051958,             0.00208,             0.00208,             0.00208
                  82,            0.038614,            0.030533,           0.0076368,              0.8772,             0.56575,             0.64677,             0.42734,            0.034567,            0.018125,           0.0051437,            0.001981,            0.001981,            0.001981
                  83,            0.040178,            0.033763,            0.005132,             0.90292,              0.5728,             0.65785,             0.43287,            0.032569,               0.018,           0.0051556,            0.001882,            0.001882,            0.001882
                  84,            0.040113,            0.031878,           0.0081723,             0.90276,             0.57837,             0.67408,             0.43958,            0.032767,            0.017991,           0.0051449,            0.001783,            0.001783,            0.001783
                  85,            0.042518,            0.031585,           0.0064317,             0.90253,             0.57809,             0.66131,             0.43163,            0.032415,             0.01797,           0.0051347,            0.001684,            0.001684,            0.001684
                  86,            0.037489,            0.029832,           0.0069538,             0.89478,             0.57794,              0.6734,             0.44339,            0.032638,            0.017952,           0.0051124,            0.001585,            0.001585,            0.001585
                  87,            0.040153,            0.031512,           0.0077043,             0.88387,             0.57998,             0.67332,             0.44623,             0.03215,            0.017861,           0.0050915,            0.001486,            0.001486,            0.001486
                  88,            0.040166,             0.02888,             0.01004,             0.88893,             0.57959,             0.67839,             0.45332,            0.032253,            0.017836,           0.0050784,            0.001387,            0.001387,            0.001387
                  89,            0.038456,            0.030828,           0.0077886,             0.89865,             0.57847,             0.68543,             0.45595,            0.032092,            0.017827,           0.0050624,            0.001288,            0.001288,            0.001288
                  90,            0.040705,             0.03035,           0.0086783,             0.87873,             0.58411,             0.69106,             0.47039,             0.03232,            0.017868,           0.0050441,            0.001189,            0.001189,            0.001189
                  91,             0.03853,            0.031543,           0.0064012,             0.88075,             0.58956,             0.68916,             0.47194,            0.032328,            0.017812,            0.005037,             0.00109,             0.00109,             0.00109
                  92,            0.039914,            0.029939,           0.0065259,             0.91128,             0.56856,             0.68043,             0.46466,            0.031507,            0.017745,           0.0050468,            0.000991,            0.000991,            0.000991
                  93,            0.037937,            0.029225,            0.007087,              0.9159,             0.57025,             0.68626,             0.46533,            0.031635,            0.017774,           0.0050329,            0.000892,            0.000892,            0.000892
                  94,            0.042098,            0.032265,           0.0075347,             0.91342,             0.57776,             0.68968,             0.46814,            0.031453,            0.017724,           0.0050115,            0.000793,            0.000793,            0.000793
                  95,            0.040219,            0.029459,           0.0094145,              0.9067,             0.57822,             0.69433,             0.46955,            0.031579,             0.01769,            0.005004,            0.000694,            0.000694,            0.000694
                  96,            0.039268,            0.029312,           0.0094394,             0.91157,             0.57806,             0.69327,             0.46956,            0.031716,            0.017705,            0.004991,            0.000595,            0.000595,            0.000595
                  97,            0.039592,            0.032364,           0.0073204,             0.90313,             0.57729,             0.70038,             0.47685,            0.031692,            0.017726,           0.0049863,            0.000496,            0.000496,            0.000496
                  98,             0.04041,             0.02965,           0.0062504,             0.90166,             0.57777,             0.68694,             0.46645,            0.031482,            0.017677,           0.0049887,            0.000397,            0.000397,            0.000397
                  99,            0.040897,            0.031473,           0.0078241,             0.88484,             0.58006,             0.69161,             0.47326,            0.031298,             0.01765,           0.0049835,            0.000298,            0.000298,            0.000298
