               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  21,            0.039325,            0.034975,           0.0024532,             0.79662,             0.65235,             0.73656,             0.40117,            0.035405,            0.048095,           0.0023104,             0.00802,             0.00802,             0.00802
                  22,            0.039042,             0.03405,           0.0024178,             0.81225,             0.68201,             0.75488,             0.40565,             0.03498,            0.047534,           0.0021078,            0.007921,            0.007921,            0.007921
                  23,            0.038509,            0.034114,           0.0023223,              0.8023,             0.66789,             0.75294,             0.40995,               0.035,            0.047339,           0.0020447,            0.007822,            0.007822,            0.007822
                  24,            0.038479,            0.033513,           0.0022379,             0.80794,              0.6881,              0.7665,             0.41947,             0.03441,            0.046602,            0.001966,            0.007723,            0.007723,            0.007723
                  25,            0.037974,            0.033552,           0.0022185,             0.84242,             0.68076,             0.77803,             0.43211,            0.033813,            0.045898,           0.0019704,            0.007624,            0.007624,            0.007624
                  26,            0.037879,             0.03377,           0.0021858,             0.82653,             0.71193,             0.79019,             0.44027,            0.033469,            0.045908,           0.0018572,            0.007525,            0.007525,            0.007525
                  27,            0.037432,            0.033062,           0.0020843,             0.82162,              0.6956,             0.78102,             0.42913,            0.033569,            0.045802,           0.0018511,            0.007426,            0.007426,            0.007426
                  28,            0.037272,            0.033159,           0.0020146,             0.82217,             0.72018,              0.7961,             0.44836,            0.033555,            0.045717,           0.0016703,            0.007327,            0.007327,            0.007327
                  29,            0.036945,            0.033239,            0.002046,             0.83749,             0.70925,             0.80065,             0.44451,            0.033083,             0.04509,           0.0018318,            0.007228,            0.007228,            0.007228
                  30,            0.036463,            0.032842,           0.0018877,             0.83827,             0.71852,             0.80221,              0.4538,            0.032898,            0.044832,           0.0016428,            0.007129,            0.007129,            0.007129
                  31,            0.036353,            0.032351,           0.0018732,             0.85839,             0.69188,             0.79934,             0.45695,            0.032731,            0.044715,           0.0016824,             0.00703,             0.00703,             0.00703
                  32,            0.036265,            0.032147,            0.001964,             0.86017,             0.70955,             0.79989,             0.45728,            0.032681,             0.04471,           0.0016498,            0.006931,            0.006931,            0.006931
                  33,            0.036053,            0.031854,           0.0018806,             0.85822,             0.71345,             0.81422,             0.46474,            0.032551,            0.044664,           0.0016107,            0.006832,            0.006832,            0.006832
                  34,            0.035503,            0.031408,           0.0018554,             0.85161,             0.72924,              0.8179,             0.47076,            0.031955,             0.04384,           0.0015765,            0.006733,            0.006733,            0.006733
                  35,            0.035529,            0.031377,           0.0017941,             0.86398,             0.71868,             0.81775,              0.4719,            0.031924,            0.043754,           0.0015735,            0.006634,            0.006634,            0.006634
                  36,            0.035393,            0.031414,            0.001743,             0.85551,             0.73058,             0.82324,             0.47976,            0.031822,            0.043614,            0.001536,            0.006535,            0.006535,            0.006535
                  37,            0.035082,            0.031328,            0.001797,             0.84309,             0.72941,             0.81753,             0.48082,            0.031506,            0.042971,           0.0015101,            0.006436,            0.006436,            0.006436
                  38,            0.034759,            0.031333,           0.0016321,             0.86731,             0.71994,             0.82282,             0.48175,            0.031492,            0.043023,           0.0015303,            0.006337,            0.006337,            0.006337
                  39,            0.034814,            0.030959,           0.0016002,             0.86101,             0.72689,               0.824,             0.47894,            0.031439,            0.043118,           0.0015161,            0.006238,            0.006238,            0.006238
                  40,            0.034558,            0.030683,           0.0016692,             0.88451,             0.72768,             0.82802,              0.4847,            0.031124,            0.042533,           0.0014827,            0.006139,            0.006139,            0.006139
                  41,             0.03445,            0.030912,            0.001633,             0.85578,             0.74543,             0.82849,              0.4852,            0.030942,            0.042425,           0.0014651,             0.00604,             0.00604,             0.00604
                  42,            0.034209,            0.030682,           0.0015934,             0.89268,             0.72163,             0.83512,              0.4912,            0.030959,            0.042235,           0.0014022,            0.005941,            0.005941,            0.005941
                  43,            0.034048,            0.030399,            0.001677,             0.89033,             0.72408,             0.83594,              0.4906,            0.030745,            0.042011,           0.0014025,            0.005842,            0.005842,            0.005842
                  44,             0.03377,            0.030126,           0.0014991,             0.89227,             0.73768,             0.84096,             0.50023,            0.030573,            0.041709,           0.0014086,            0.005743,            0.005743,            0.005743
                  45,            0.033847,            0.030021,           0.0014737,             0.89503,             0.72242,               0.836,             0.50215,            0.030446,            0.041511,           0.0013518,            0.005644,            0.005644,            0.005644
                  46,            0.033419,             0.03009,           0.0014235,             0.87319,             0.74805,             0.84222,             0.50692,            0.030243,            0.041425,           0.0013259,            0.005545,            0.005545,            0.005545
                  47,            0.033549,            0.030205,           0.0014259,             0.85452,             0.76914,             0.84244,             0.50788,            0.030104,            0.041207,           0.0013542,            0.005446,            0.005446,            0.005446
                  48,            0.033248,            0.029649,           0.0015261,             0.87984,             0.74273,             0.84476,             0.50764,            0.030143,            0.041209,           0.0013504,            0.005347,            0.005347,            0.005347
                  49,            0.033216,            0.029662,           0.0014059,             0.87178,             0.75911,             0.84485,             0.50939,            0.029912,            0.040961,           0.0013841,            0.005248,            0.005248,            0.005248
                  50,            0.032807,            0.029459,           0.0013731,             0.86448,             0.76532,             0.84572,             0.51217,            0.029712,            0.040708,           0.0013285,            0.005149,            0.005149,            0.005149
                  51,            0.032848,            0.029227,           0.0013805,             0.87479,             0.76991,             0.85204,             0.51791,            0.029853,            0.040864,           0.0012728,             0.00505,             0.00505,             0.00505
                  52,            0.032738,            0.029344,           0.0013501,             0.88663,             0.76053,             0.85655,             0.51665,            0.029672,            0.040547,           0.0012912,            0.004951,            0.004951,            0.004951
                  53,            0.032603,            0.029016,           0.0013372,             0.88262,             0.77113,             0.85983,             0.52184,            0.029524,            0.040442,           0.0011899,            0.004852,            0.004852,            0.004852
                  54,            0.032401,             0.02926,           0.0013253,             0.89798,              0.7518,             0.85619,             0.52108,            0.029322,            0.040343,           0.0012174,            0.004753,            0.004753,            0.004753
                  55,            0.032326,            0.029004,           0.0013574,             0.87633,             0.77616,             0.85907,             0.52662,            0.029176,            0.040102,            0.001283,            0.004654,            0.004654,            0.004654
                  56,            0.031953,            0.029046,           0.0013074,             0.88976,             0.76505,             0.86118,             0.52354,            0.029193,            0.040176,           0.0012652,            0.004555,            0.004555,            0.004555
                  57,            0.032023,             0.02886,           0.0012757,             0.88758,             0.76482,             0.85447,             0.52603,            0.029089,             0.03994,           0.0012334,            0.004456,            0.004456,            0.004456
                  58,            0.031936,            0.028934,           0.0011892,             0.88554,             0.76694,             0.85463,              0.5276,            0.029001,            0.039756,           0.0012332,            0.004357,            0.004357,            0.004357
                  59,            0.031869,            0.028551,            0.001282,              0.8879,             0.77378,             0.86435,              0.5268,             0.02892,            0.039712,           0.0011795,            0.004258,            0.004258,            0.004258
                  60,            0.031574,            0.028233,           0.0012597,             0.87801,             0.79084,             0.86851,             0.53092,            0.028896,             0.03963,           0.0011913,            0.004159,            0.004159,            0.004159
                  61,            0.031637,            0.028146,           0.0012804,             0.88212,             0.78006,             0.86715,             0.53487,            0.028727,            0.039416,           0.0011715,             0.00406,             0.00406,             0.00406
                  62,            0.031456,            0.028283,           0.0012514,             0.89329,             0.77744,             0.86893,             0.53785,            0.028619,            0.039198,           0.0011361,            0.003961,            0.003961,            0.003961
                  63,            0.031099,            0.027865,           0.0011476,             0.89022,             0.78046,             0.86477,              0.5401,            0.028628,            0.039156,           0.0011674,            0.003862,            0.003862,            0.003862
                  64,            0.031179,            0.028158,           0.0012075,             0.88485,             0.77728,             0.86745,             0.53757,            0.028592,            0.039165,           0.0011284,            0.003763,            0.003763,            0.003763
                  65,            0.031168,            0.028028,           0.0011968,             0.88279,             0.77242,             0.86532,             0.53838,            0.028491,            0.039026,           0.0011439,            0.003664,            0.003664,            0.003664
                  66,            0.031015,             0.02772,           0.0011954,             0.89242,              0.7769,             0.86567,             0.54099,            0.028366,            0.038961,           0.0011461,            0.003565,            0.003565,            0.003565
                  67,            0.030823,            0.027682,           0.0011717,             0.88942,             0.79012,             0.87291,              0.5436,            0.028332,            0.038821,           0.0011489,            0.003466,            0.003466,            0.003466
                  68,            0.030805,             0.02771,           0.0011589,             0.88747,             0.79744,             0.87146,             0.54295,            0.028354,            0.038788,           0.0011216,            0.003367,            0.003367,            0.003367
                  69,            0.030449,            0.027424,           0.0011081,             0.88224,             0.79262,             0.87162,             0.54904,            0.028199,            0.038665,           0.0011174,            0.003268,            0.003268,            0.003268
                  70,            0.030478,            0.027542,            0.001085,             0.88455,             0.79029,             0.87137,             0.54768,            0.028134,            0.038624,           0.0010637,            0.003169,            0.003169,            0.003169
                  71,            0.030502,            0.027193,           0.0011088,             0.88778,             0.78784,             0.87067,             0.54915,            0.028069,            0.038515,           0.0010957,             0.00307,             0.00307,             0.00307
                  72,            0.030272,            0.026993,           0.0011099,             0.88603,             0.79313,             0.87184,             0.55227,            0.027949,            0.038369,           0.0011138,            0.002971,            0.002971,            0.002971
                  73,            0.030268,            0.026986,            0.001091,             0.87664,             0.79848,             0.87354,             0.55443,            0.027929,            0.038371,           0.0011499,            0.002872,            0.002872,            0.002872
                  74,            0.030187,            0.026796,           0.0010283,             0.88546,             0.79847,             0.87897,             0.55759,            0.027898,            0.038261,           0.0011084,            0.002773,            0.002773,            0.002773
                  75,            0.029963,            0.026827,           0.0010962,             0.88998,              0.7898,             0.87466,             0.55755,            0.027837,            0.038244,           0.0010905,            0.002674,            0.002674,            0.002674
                  76,            0.029705,            0.026649,           0.0010274,             0.87778,             0.79698,             0.87342,             0.55493,            0.027767,            0.038152,           0.0010919,            0.002575,            0.002575,            0.002575
                  77,            0.029955,            0.027111,           0.0010675,             0.89204,             0.78682,             0.87533,             0.55664,            0.027718,            0.038089,           0.0010792,            0.002476,            0.002476,            0.002476
                  78,            0.029659,            0.026598,           0.0010321,             0.89561,             0.79814,             0.87943,             0.55786,            0.027663,            0.037984,           0.0010783,            0.002377,            0.002377,            0.002377
                  79,            0.029943,            0.026768,           0.0010715,             0.89792,             0.78922,             0.87593,             0.55541,            0.027653,            0.038101,           0.0011014,            0.002278,            0.002278,            0.002278
                  80,            0.029493,            0.026244,          0.00098527,             0.90684,             0.78778,             0.87883,             0.55946,            0.027583,             0.03795,           0.0010675,            0.002179,            0.002179,            0.002179
                  81,            0.029358,            0.026372,            0.001008,             0.89106,             0.80195,             0.87407,             0.55561,             0.02754,            0.037919,            0.001059,             0.00208,             0.00208,             0.00208
                  82,            0.029419,            0.026556,          0.00098881,             0.90518,             0.79293,             0.87542,             0.55691,            0.027492,            0.037854,           0.0010623,            0.001981,            0.001981,            0.001981
                  83,            0.029126,            0.026198,           0.0010234,             0.90796,             0.79305,             0.87762,             0.56261,            0.027437,            0.037782,           0.0010786,            0.001882,            0.001882,            0.001882
                  84,             0.02943,            0.026525,           0.0009855,             0.91029,             0.80032,             0.88401,             0.56368,            0.027371,             0.03773,           0.0010574,            0.001783,            0.001783,            0.001783
                  85,            0.029196,            0.026375,          0.00099195,              0.9042,             0.79805,             0.88034,             0.56639,            0.027356,            0.037742,           0.0010496,            0.001684,            0.001684,            0.001684
                  86,              0.0291,            0.025907,          0.00096059,             0.90194,             0.79832,             0.88027,             0.56569,            0.027353,            0.037735,            0.001043,            0.001585,            0.001585,            0.001585
                  87,            0.028846,            0.026066,          0.00099775,             0.89996,             0.79872,             0.88136,             0.56567,            0.027304,            0.037729,           0.0010323,            0.001486,            0.001486,            0.001486
                  88,            0.029002,            0.025815,           0.0009372,             0.90105,             0.79327,             0.88074,             0.56667,            0.027255,             0.03768,           0.0010247,            0.001387,            0.001387,            0.001387
                  89,            0.028653,            0.025439,          0.00099238,             0.90033,              0.7925,             0.88025,              0.5674,             0.02724,            0.037642,           0.0010241,            0.001288,            0.001288,            0.001288
                  90,            0.028618,            0.025768,          0.00093462,             0.89105,             0.79846,             0.88014,             0.56741,            0.027222,            0.037637,           0.0010244,            0.001189,            0.001189,            0.001189
                  91,            0.028541,            0.025692,            0.000919,             0.88852,             0.80147,             0.87954,             0.56711,            0.027203,            0.037584,            0.001026,             0.00109,             0.00109,             0.00109
                  92,            0.028571,            0.025727,          0.00095897,             0.88809,             0.80077,             0.88186,             0.56683,            0.027173,            0.037562,           0.0010262,            0.000991,            0.000991,            0.000991
                  93,            0.028573,            0.025606,          0.00094094,             0.88594,             0.80388,             0.88274,             0.56807,            0.027149,            0.037517,           0.0010229,            0.000892,            0.000892,            0.000892
                  94,            0.028502,            0.025543,          0.00093663,              0.8896,              0.8038,             0.88258,             0.56733,            0.027122,            0.037526,           0.0010278,            0.000793,            0.000793,            0.000793
                  95,            0.028213,            0.025109,          0.00092662,             0.89571,              0.7968,              0.8838,             0.56877,            0.027099,            0.037518,           0.0010207,            0.000694,            0.000694,            0.000694
                  96,            0.028132,            0.025244,          0.00094255,             0.89545,             0.79894,             0.88517,             0.56877,            0.027083,            0.037501,           0.0010192,            0.000595,            0.000595,            0.000595
                  97,             0.02825,            0.025395,          0.00089693,             0.88877,             0.80234,             0.88468,             0.56986,            0.027058,            0.037491,           0.0010141,            0.000496,            0.000496,            0.000496
                  98,            0.028244,            0.025246,          0.00088626,             0.89608,             0.80072,             0.88559,             0.56989,            0.027048,            0.037492,           0.0010132,            0.000397,            0.000397,            0.000397
                  99,            0.028149,            0.025324,          0.00088559,             0.89792,             0.80267,               0.886,             0.57055,            0.027046,            0.037498,           0.0010132,            0.000298,            0.000298,            0.000298
