               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  29,            0.036963,            0.033192,           0.0020172,             0.85926,             0.68983,             0.78392,             0.43388,             0.03346,            0.046893,           0.0017068,            0.007228,            0.007228,            0.007228
                  30,            0.036569,            0.032876,           0.0018733,             0.84914,             0.70619,             0.79599,             0.44489,            0.032925,            0.046652,           0.0016969,            0.007129,            0.007129,            0.007129
                  31,            0.036478,            0.032379,           0.0018634,             0.86902,             0.69422,             0.79289,               0.438,            0.032971,            0.046333,           0.0016674,             0.00703,             0.00703,             0.00703
                  32,            0.036484,            0.032228,           0.0020206,             0.83321,             0.72137,             0.80429,             0.44617,             0.03296,            0.046543,           0.0017103,            0.006931,            0.006931,            0.006931
                  33,             0.03597,            0.031851,           0.0018648,             0.85276,             0.72517,             0.81847,             0.46174,            0.032402,            0.045589,           0.0014751,            0.006832,            0.006832,            0.006832
                  34,            0.035674,            0.031412,           0.0018744,             0.87476,             0.70853,             0.81294,             0.45366,             0.03235,            0.045506,           0.0015157,            0.006733,            0.006733,            0.006733
                  35,            0.035583,            0.031452,           0.0017991,             0.85312,             0.71256,             0.80271,             0.45971,             0.03219,            0.045319,           0.0015217,            0.006634,            0.006634,            0.006634
                  36,             0.03555,            0.031491,            0.001747,             0.86052,             0.72307,             0.81332,             0.46662,            0.031886,            0.045035,           0.0015925,            0.006535,            0.006535,            0.006535
                  37,             0.03518,            0.031513,           0.0018396,              0.8624,             0.73872,             0.82382,              0.4722,            0.031634,            0.044482,           0.0014587,            0.006436,            0.006436,            0.006436
                  38,            0.034885,            0.031347,           0.0016406,             0.86754,               0.731,             0.82676,             0.47205,            0.031666,            0.044249,           0.0014535,            0.006337,            0.006337,            0.006337
                  39,            0.034793,            0.030983,           0.0016111,              0.8642,             0.74101,             0.82576,             0.47705,            0.031479,            0.044015,           0.0014515,            0.006238,            0.006238,            0.006238
                  40,            0.034659,            0.030707,           0.0016426,             0.87722,             0.73563,             0.83162,               0.479,            0.031272,            0.044103,            0.001428,            0.006139,            0.006139,            0.006139
                  41,            0.034364,            0.030892,           0.0016467,             0.86816,             0.72492,              0.8269,             0.48125,            0.031078,            0.043568,           0.0013774,             0.00604,             0.00604,             0.00604
                  42,            0.034191,            0.030731,            0.001613,               0.843,             0.75735,             0.83232,             0.49155,            0.030837,            0.043516,           0.0013467,            0.005941,            0.005941,            0.005941
                  43,            0.034124,             0.03041,           0.0016157,             0.86736,             0.75797,              0.8349,             0.49875,            0.030757,            0.043264,           0.0013174,            0.005842,            0.005842,            0.005842
                  44,            0.033806,            0.030262,           0.0015678,             0.85061,             0.76436,             0.83674,              0.4939,            0.030786,            0.043626,           0.0013363,            0.005743,            0.005743,            0.005743
                  45,            0.034012,            0.030064,           0.0015412,             0.87602,             0.75068,              0.8434,             0.49656,            0.030602,            0.043349,           0.0012961,            0.005644,            0.005644,            0.005644
                  46,            0.033594,            0.030132,           0.0014679,             0.86848,             0.75116,             0.84182,             0.49781,            0.030297,            0.042902,            0.001291,            0.005545,            0.005545,            0.005545
                  47,            0.033469,            0.030232,           0.0014521,             0.86066,             0.75621,             0.84235,             0.50334,             0.03015,            0.042592,           0.0013141,            0.005446,            0.005446,            0.005446
                  48,            0.033255,            0.029648,           0.0015291,             0.88474,             0.75718,              0.8466,              0.5042,            0.030106,            0.042513,           0.0012637,            0.005347,            0.005347,            0.005347
                  49,            0.033207,            0.029746,           0.0013853,             0.87961,             0.77492,             0.84982,             0.50794,            0.030089,            0.042358,            0.001225,            0.005248,            0.005248,            0.005248
                  50,            0.032985,            0.029533,             0.00138,             0.85941,             0.77392,             0.84656,             0.51145,            0.029805,            0.042129,           0.0012449,            0.005149,            0.005149,            0.005149
                  51,            0.032829,            0.029212,           0.0013909,             0.88294,             0.76535,             0.85032,             0.51204,             0.02976,            0.041931,           0.0012107,             0.00505,             0.00505,             0.00505
                  52,            0.032751,            0.029406,           0.0013507,             0.88604,             0.75702,              0.8434,             0.51085,            0.029763,            0.041744,           0.0011948,            0.004951,            0.004951,            0.004951
                  53,            0.032685,            0.029058,           0.0013728,             0.88127,              0.7575,             0.84621,             0.51562,            0.029535,            0.041765,           0.0012277,            0.004852,            0.004852,            0.004852
                  54,            0.032396,            0.029269,           0.0013176,              0.8877,             0.76342,             0.85211,             0.51664,            0.029395,             0.04149,           0.0011694,            0.004753,            0.004753,            0.004753
                  55,            0.032345,            0.029007,            0.001391,             0.88608,             0.78058,             0.85588,             0.52027,            0.029299,            0.041276,           0.0011446,            0.004654,            0.004654,            0.004654
                  56,             0.03199,            0.029092,           0.0012998,              0.8935,             0.78033,             0.85695,             0.51987,            0.029166,            0.041153,           0.0011614,            0.004555,            0.004555,            0.004555
                  57,            0.032183,            0.028888,           0.0013437,             0.90253,              0.7594,             0.85434,             0.52438,            0.029074,            0.041207,            0.001196,            0.004456,            0.004456,            0.004456
                  58,            0.032009,            0.029011,           0.0012275,             0.88999,             0.76388,               0.856,             0.52547,            0.028986,            0.041184,           0.0011596,            0.004357,            0.004357,            0.004357
                  59,            0.031884,            0.028544,           0.0012508,             0.88998,             0.77776,             0.86118,             0.52624,            0.028937,            0.041085,           0.0011082,            0.004258,            0.004258,            0.004258
                  60,            0.031635,            0.028269,           0.0012579,              0.9041,              0.7736,             0.86155,             0.53197,            0.028881,            0.040787,            0.001121,            0.004159,            0.004159,            0.004159
                  61,             0.03162,            0.028119,           0.0012572,             0.89051,             0.77661,              0.8574,             0.53285,             0.02868,            0.040662,           0.0011144,             0.00406,             0.00406,             0.00406
                  62,            0.031534,            0.028269,           0.0012601,             0.87944,             0.78467,             0.86452,             0.53466,            0.028654,            0.040595,           0.0011087,            0.003961,            0.003961,            0.003961
                  63,            0.031104,             0.02795,           0.0011827,             0.89165,              0.7841,             0.86254,             0.53666,            0.028565,             0.04032,           0.0011041,            0.003862,            0.003862,            0.003862
                  64,             0.03122,            0.028131,            0.001218,              0.8722,             0.79365,             0.86448,              0.5387,            0.028498,            0.040161,            0.001072,            0.003763,            0.003763,            0.003763
                  65,            0.031213,            0.028049,           0.0012213,             0.87879,             0.78636,             0.86262,             0.53956,            0.028413,             0.04013,           0.0011045,            0.003664,            0.003664,            0.003664
                  66,            0.031051,            0.027782,           0.0012385,             0.89764,             0.78786,             0.86845,             0.54266,            0.028344,            0.040051,           0.0010641,            0.003565,            0.003565,            0.003565
                  67,            0.030814,            0.027726,           0.0011596,             0.87687,             0.80097,             0.87404,             0.54472,            0.028355,            0.040169,           0.0010493,            0.003466,            0.003466,            0.003466
                  68,            0.030849,            0.027738,           0.0011498,              0.8827,             0.79462,             0.87198,             0.54544,            0.028313,            0.040152,           0.0010722,            0.003367,            0.003367,            0.003367
                  69,            0.030427,            0.027426,            0.001123,             0.89081,             0.79924,             0.87681,             0.54819,            0.028216,            0.040106,           0.0010369,            0.003268,            0.003268,            0.003268
                  70,            0.030508,            0.027606,            0.001088,             0.90055,              0.7847,             0.87274,             0.54565,            0.028108,            0.039937,           0.0010185,            0.003169,            0.003169,            0.003169
                  71,            0.030577,            0.027291,            0.001121,             0.87545,             0.80348,               0.873,             0.54913,            0.028047,            0.039934,           0.0010189,             0.00307,             0.00307,             0.00307
                  72,            0.030289,            0.026994,           0.0010884,             0.87263,             0.79949,             0.87119,             0.55011,            0.028009,            0.039742,           0.0010262,            0.002971,            0.002971,            0.002971
                  73,            0.030338,             0.02702,            0.001089,             0.89359,             0.79127,             0.87271,             0.55267,            0.027906,            0.039621,           0.0010228,            0.002872,            0.002872,            0.002872
                  74,            0.030184,            0.026842,           0.0010395,             0.88891,             0.79611,             0.87535,             0.55388,            0.027804,            0.039565,            0.001017,            0.002773,            0.002773,            0.002773
                  75,            0.029999,            0.026869,           0.0011116,              0.8866,             0.80021,             0.87878,             0.55356,            0.027759,            0.039521,           0.0010251,            0.002674,            0.002674,            0.002674
                  76,            0.029776,            0.026701,           0.0010496,             0.91554,             0.78221,               0.879,             0.55544,            0.027756,             0.03967,           0.0010097,            0.002575,            0.002575,            0.002575
                  77,            0.030043,            0.027186,           0.0010723,             0.89397,                 0.8,               0.881,             0.55641,            0.027714,            0.039545,           0.0010084,            0.002476,            0.002476,            0.002476
                  78,            0.029757,             0.02659,           0.0010789,             0.90724,              0.7927,             0.87986,             0.55942,            0.027649,            0.039423,           0.0010065,            0.002377,            0.002377,            0.002377
                  79,            0.029912,            0.026769,           0.0010402,             0.90479,             0.79888,             0.87984,             0.56162,            0.027573,            0.039331,          0.00099673,            0.002278,            0.002278,            0.002278
                  80,            0.029559,            0.026248,           0.0010281,              0.9085,             0.79765,             0.88349,             0.56034,            0.027517,             0.03917,          0.00099737,            0.002179,            0.002179,            0.002179
                  81,            0.029426,            0.026398,           0.0010311,              0.8996,             0.79714,             0.88195,             0.56489,            0.027466,            0.039152,          0.00098774,             0.00208,             0.00208,             0.00208
                  82,             0.02945,            0.026561,          0.00097432,             0.89604,             0.79728,             0.88298,              0.5654,            0.027406,            0.039045,          0.00097673,            0.001981,            0.001981,            0.001981
                  83,            0.029154,            0.026225,           0.0010195,              0.9029,             0.79264,             0.88111,             0.56299,            0.027406,            0.039155,          0.00098845,            0.001882,            0.001882,            0.001882
                  84,            0.029479,            0.026504,          0.00099994,             0.90944,             0.79113,             0.88166,             0.56549,            0.027393,            0.039138,          0.00098161,            0.001783,            0.001783,            0.001783
                  85,            0.029247,            0.026408,          0.00096865,             0.91226,             0.78622,             0.87962,             0.56696,            0.027358,            0.039039,          0.00097666,            0.001684,            0.001684,            0.001684
                  86,             0.02912,            0.025893,          0.00098267,             0.91816,             0.79057,             0.87906,             0.56598,             0.02736,            0.039084,          0.00098111,            0.001585,            0.001585,            0.001585
                  87,            0.028854,            0.026095,          0.00098726,             0.92351,             0.78523,             0.87916,             0.56686,            0.027329,            0.039038,           0.0009803,            0.001486,            0.001486,            0.001486
                  88,            0.029056,            0.025872,          0.00092413,              0.9248,             0.78361,             0.87952,              0.5679,            0.027308,            0.039036,          0.00097856,            0.001387,            0.001387,            0.001387
                  89,            0.028698,            0.025433,          0.00099683,             0.90863,             0.79057,             0.87859,             0.56698,            0.027275,            0.038952,          0.00098421,            0.001288,            0.001288,            0.001288
                  90,            0.028666,            0.025778,          0.00093688,             0.91575,             0.78897,               0.879,             0.56912,            0.027232,            0.038948,          0.00098822,            0.001189,            0.001189,            0.001189
                  91,            0.028595,            0.025685,          0.00089753,             0.91306,             0.78943,             0.87984,             0.56836,            0.027197,            0.038872,          0.00098498,             0.00109,             0.00109,             0.00109
                  92,             0.02859,            0.025754,          0.00095608,             0.91418,             0.79047,             0.88077,             0.57053,            0.027163,            0.038804,          0.00099382,            0.000991,            0.000991,            0.000991
                  93,            0.028606,            0.025635,          0.00093285,             0.90671,             0.79315,             0.88128,             0.56947,             0.02714,            0.038763,          0.00098523,            0.000892,            0.000892,            0.000892
                  94,            0.028559,            0.025571,          0.00094717,             0.90863,             0.78844,             0.87979,              0.5702,            0.027114,            0.038752,          0.00099254,            0.000793,            0.000793,            0.000793
                  95,            0.028313,            0.025128,          0.00092419,             0.89824,             0.80025,             0.87972,             0.57065,            0.027084,            0.038755,          0.00099366,            0.000694,            0.000694,            0.000694
                  96,            0.028137,            0.025259,           0.0009336,             0.90043,             0.79934,             0.88146,             0.57161,            0.027073,            0.038712,           0.0009906,            0.000595,            0.000595,            0.000595
                  97,            0.028298,            0.025449,          0.00090091,             0.90363,             0.79864,             0.88189,             0.57337,            0.027056,             0.03872,          0.00098538,            0.000496,            0.000496,            0.000496
                  98,            0.028241,            0.025242,          0.00089454,             0.90499,             0.79955,             0.88322,             0.57435,            0.027046,             0.03872,          0.00098012,            0.000397,            0.000397,            0.000397
                  99,            0.028182,            0.025335,          0.00085461,             0.90485,             0.80007,             0.88356,             0.57454,            0.027038,            0.038711,          0.00097772,            0.000298,            0.000298,            0.000298
